Step,Loss,Return,Return Std,Loss Std
11791, -0.18557465076446533, 16.0, 137.91586303710938, 1.6403262615203857
11815, -0.18320780992507935, 24.0, 137.51048278808594, 1.6336219310760498
11828, -0.18320780992507935, 13.0, 137.1623077392578, 1.6336219310760498
11863, -0.18320780992507935, 35.0, 136.71502685546875, 1.6336219310760498
11884, -0.18320780992507935, 21.0, 136.331298828125, 1.6336219310760498
11904, -0.18086637556552887, 20.0, 135.9544677734375, 1.627001404762268
11919, -0.18086637556552887, 15.0, 135.60362243652344, 1.627001404762268
11930, -0.18086637556552887, 11.0, 135.2741241455078, 1.627001404762268
11945, -0.18086637556552887, 15.0, 134.92608642578125, 1.627001404762268
11959, -0.18086637556552887, 14.0, 134.5843505859375, 1.627001404762268
11979, -0.18086637556552887, 20.0, 134.21688842773438, 1.627001404762268
12003, -0.17856450378894806, 24.0, 133.83489990234375, 1.6204607486724854
12020, -0.17856450378894806, 17.0, 133.48512268066406, 1.6204607486724854
12046, -0.17856450378894806, 26.0, 133.1002197265625, 1.6204607486724854
12068, -0.17856450378894806, 22.0, 132.7338104248047, 1.6204607486724854
12099, -0.17856450378894806, 31.0, 132.33627319335938, 1.6204607486724854
12175, -0.17626824975013733, 76.0, 131.8447723388672, 1.6140034198760986
12189, -0.17626824975013733, 14.0, 131.52134704589844, 1.6140034198760986
12238, -0.17403863370418549, 49.0, 131.08273315429688, 1.6076174974441528
12265, -0.17403863370418549, 27.0, 130.713134765625, 1.6076174974441528
12279, -0.17403863370418549, 14.0, 130.39657592773438, 1.6076174974441528
12308, -0.17184153199195862, 29.0, 130.0250244140625, 1.60130774974823
12329, -0.17184153199195862, 21.0, 129.68460083007812, 1.60130774974823
12354, -0.17184153199195862, 25.0, 129.3319091796875, 1.60130774974823
12376, -0.17184153199195862, 22.0, 128.99232482910156, 1.60130774974823
12414, -0.16965742409229279, 38.0, 128.60472106933594, 1.5950748920440674
12437, -0.16965742409229279, 23.0, 128.2666778564453, 1.5950748920440674
12468, -0.16965742409229279, 31.0, 127.90504455566406, 1.5950748920440674
12494, -0.16965742409229279, 26.0, 127.56182098388672, 1.5950748920440674
12527, -0.16753484308719635, 33.0, 127.19983673095703, 1.5889098644256592
12552, -0.16753484308719635, 25.0, 126.86494445800781, 1.5889098644256592
12566, -0.16753484308719635, 14.0, 126.5708236694336, 1.5889098644256592
12583, -0.16753484308719635, 17.0, 126.2671890258789, 1.5889098644256592
12619, -0.16544665396213531, 36.0, 125.90735626220703, 1.582815408706665
12661, -0.16544665396213531, 42.0, 125.5362777709961, 1.582815408706665
12685, -0.16544665396213531, 24.0, 125.21617889404297, 1.582815408706665
12703, -0.16339194774627686, 18.0, 124.917724609375, 1.5767905712127686
12714, -0.16339194774627686, 11.0, 124.64582824707031, 1.5767905712127686
12731, -0.16339194774627686, 17.0, 124.35393524169922, 1.5767905712127686
12775, -0.16339194774627686, 44.0, 123.99210357666016, 1.5767905712127686
12812, -0.16138914227485657, 37.0, 123.648193359375, 1.5708304643630981
12844, -0.16138914227485657, 32.0, 123.31905364990234, 1.5708304643630981
12861, -0.16138914227485657, 17.0, 123.03569030761719, 1.5708304643630981
12891, -0.16138914227485657, 30.0, 122.71615600585938, 1.5708304643630981
12970, -0.19864054024219513, 79.0, 122.33452606201172, 1.6209677457809448
13002, -0.19639529287815094, 32.0, 122.01567077636719, 1.6149717569351196
13018, -0.19639529287815094, 16.0, 121.7442855834961, 1.6149717569351196
13035, -0.19639529287815094, 17.0, 121.47119140625, 1.6149717569351196
13055, -0.19639529287815094, 20.0, 121.19052124023438, 1.6149717569351196
13066, -0.19639529287815094, 11.0, 120.93989562988281, 1.6149717569351196
13099, -0.19639529287815094, 33.0, 120.62881469726562, 1.6149717569351196
13123, -0.1942049115896225, 24.0, 120.3421630859375, 1.6090381145477295
13146, -0.1942049115896225, 23.0, 120.06002807617188, 1.6090381145477295
13169, -0.1942049115896225, 23.0, 119.77970123291016, 1.6090381145477295
13180, -0.1942049115896225, 11.0, 119.53644561767578, 1.6090381145477295
13205, -0.19203819334506989, 25.0, 119.25421905517578, 1.6031711101531982
13245, -0.19203819334506989, 40.0, 118.94173431396484, 1.6031711101531982
13271, -0.19203819334506989, 26.0, 118.66102600097656, 1.6031711101531982
13327, -0.18991534411907196, 56.0, 118.33139038085938, 1.5973656177520752
13349, -0.18991534411907196, 22.0, 118.06493377685547, 1.5973656177520752
13361, -0.18991534411907196, 12.0, 117.82818603515625, 1.5973656177520752
13381, -0.18991534411907196, 20.0, 117.56993103027344, 1.5973656177520752
13402, -0.1876305639743805, 21.0, 117.3105697631836, 1.5916582345962524
13414, -0.1876305639743805, 12.0, 117.07758331298828, 1.5916582345962524
13431, -0.1876305639743805, 17.0, 116.83155822753906, 1.5916582345962524
13446, -0.1876305639743805, 15.0, 116.59233093261719, 1.5916582345962524
13474, -0.1876305639743805, 28.0, 116.3225326538086, 1.5916582345962524
13489, -0.1876305639743805, 15.0, 116.0860824584961, 1.5916582345962524
13524, -0.18550239503383636, 35.0, 115.80599212646484, 1.5859885215759277
13537, -0.18550239503383636, 13.0, 115.57786560058594, 1.5859885215759277
13556, -0.18550239503383636, 19.0, 115.33514404296875, 1.5859885215759277
13579, -0.18550239503383636, 23.0, 115.0843276977539, 1.5859885215759277
13596, -0.18550239503383636, 17.0, 114.84938049316406, 1.5859885215759277
13612, -0.18343348801136017, 16.0, 114.61824035644531, 1.580373764038086
13634, -0.18343348801136017, 22.0, 114.37394714355469, 1.580373764038086
13648, -0.18343348801136017, 14.0, 114.15047454833984, 1.580373764038086
13686, -0.18343348801136017, 38.0, 113.87914276123047, 1.580373764038086
13731, -0.18140268325805664, 45.0, 113.60042572021484, 1.5748168230056763
13748, -0.18140268325805664, 17.0, 113.37387084960938, 1.5748168230056763
13760, -0.18140268325805664, 12.0, 113.16107940673828, 1.5748168230056763
13780, -0.18140268325805664, 20.0, 112.92989349365234, 1.5748168230056763
13809, -0.17940105497837067, 29.0, 112.68175506591797, 1.5693179368972778
13835, -0.17940105497837067, 26.0, 112.44084167480469, 1.5693179368972778
13856, -0.17940105497837067, 21.0, 112.21160125732422, 1.5693179368972778
13867, -0.17940105497837067, 11.0, 112.00720977783203, 1.5693179368972778
13908, -0.17742779850959778, 41.0, 111.74690246582031, 1.5638761520385742
13955, -0.17742779850959778, 47.0, 111.48182678222656, 1.5638761520385742
13975, -0.17742779850959778, 20.0, 111.26036071777344, 1.5638761520385742
13995, -0.17742779850959778, 20.0, 111.04010772705078, 1.5638761520385742
14004, -0.17538708448410034, 9.0, 110.84684753417969, 1.5585079193115234
14023, -0.17538708448410034, 19.0, 110.63093566894531, 1.5585079193115234
14036, -0.17538708448410034, 13.0, 110.42962646484375, 1.5585079193115234
14050, -0.17538708448410034, 14.0, 110.22692108154297, 1.5585079193115234
14086, -0.17538708448410034, 36.0, 109.98518371582031, 1.5585079193115234
14115, -0.17348118126392365, 29.0, 109.75540924072266, 1.5531750917434692
14134, -0.17348118126392365, 19.0, 109.5454330444336, 1.5531750917434692
14149, -0.17348118126392365, 15.0, 109.34504699707031, 1.5531750917434692
14168, -0.17348118126392365, 19.0, 109.13722229003906, 1.5531750917434692
14181, -0.17348118126392365, 13.0, 108.94329071044922, 1.5531750917434692
14193, -0.17348118126392365, 12.0, 108.75252532958984, 1.5531750917434692
14210, -0.17159898579120636, 17.0, 108.55181121826172, 1.547897458076477
14236, -0.17159898579120636, 26.0, 108.33541107177734, 1.547897458076477
14276, -0.17159898579120636, 40.0, 108.10124969482422, 1.547897458076477
14295, -0.17159898579120636, 19.0, 107.90003967285156, 1.547897458076477
14315, -0.1697394996881485, 20.0, 107.69795989990234, 1.542673945426941
14340, -0.1697394996881485, 25.0, 107.4881362915039, 1.542673945426941
14354, -0.1697394996881485, 14.0, 107.30014038085938, 1.542673945426941
14364, -0.1697394996881485, 10.0, 107.1217041015625, 1.542673945426941
14379, -0.1697394996881485, 15.0, 106.93334197998047, 1.542673945426941
14413, -0.1678854376077652, 34.0, 106.71497344970703, 1.5375059843063354
14426, -0.1678854376077652, 13.0, 106.53274536132812, 1.5375059843063354
14435, -0.1678854376077652, 9.0, 106.35997772216797, 1.5375059843063354
14448, -0.1678854376077652, 13.0, 106.1793441772461, 1.5375059843063354
14468, -0.1678854376077652, 20.0, 105.98619842529297, 1.5375059843063354
14484, -0.1678854376077652, 16.0, 105.80137634277344, 1.5375059843063354
14527, -0.16606871783733368, 43.0, 105.58099365234375, 1.532387614250183
14543, -0.16606871783733368, 16.0, 105.39826202392578, 1.532387614250183
14565, -0.16606871783733368, 22.0, 105.20585632324219, 1.532387614250183
14597, -0.16606871783733368, 32.0, 105.00023651123047, 1.532387614250183
14610, -0.1642823964357376, 13.0, 104.82611083984375, 1.5273191928863525
14627, -0.1642823964357376, 17.0, 104.64521789550781, 1.5273191928863525
14636, -0.1642823964357376, 9.0, 104.48081970214844, 1.5273191928863525
14656, -0.1642823964357376, 20.0, 104.29641723632812, 1.5273191928863525
14681, -0.1642823964357376, 25.0, 104.10521697998047, 1.5273191928863525
14713, -0.16252553462982178, 32.0, 103.90592193603516, 1.5222995281219482
14733, -0.16252553462982178, 20.0, 103.72445678710938, 1.5222995281219482
14781, -0.16252553462982178, 48.0, 103.51410675048828, 1.5222995281219482
14801, -0.1608031988143921, 20.0, 103.3346939086914, 1.517327070236206
14869, -0.1608031988143921, 68.0, 103.1246566772461, 1.517327070236206
14885, -0.1608031988143921, 16.0, 102.95411682128906, 1.517327070236206
14919, -0.15908931195735931, 34.0, 102.75929260253906, 1.5124056339263916
14938, -0.15908931195735931, 19.0, 102.58546447753906, 1.5124056339263916
14956, -0.15908931195735931, 18.0, 102.41411590576172, 1.5124056339263916
14970, -0.15908931195735931, 14.0, 102.25042724609375, 1.5124056339263916
14981, -0.15908931195735931, 11.0, 102.09300231933594, 1.5124056339263916
15005, -0.15740863978862762, 24.0, 101.91492462158203, 1.507529854774475
15041, -0.15740863978862762, 36.0, 101.72404479980469, 1.507529854774475
15062, -0.15740863978862762, 21.0, 101.55216217041016, 1.507529854774475
15095, -0.15740863978862762, 33.0, 101.36616516113281, 1.507529854774475
15120, -0.1557396650314331, 25.0, 101.19049072265625, 1.5027029514312744
15163, -0.1557396650314331, 43.0, 100.99836730957031, 1.5027029514312744
15174, -0.1557396650314331, 11.0, 100.8465805053711, 1.5027029514312744
15238, -0.15408633649349213, 64.0, 100.65222930908203, 1.497922658920288
15261, -0.15408633649349213, 23.0, 100.48295593261719, 1.497922658920288
15273, -0.15408633649349213, 12.0, 100.33177185058594, 1.497922658920288
15290, -0.15408633649349213, 17.0, 100.17283630371094, 1.497922658920288
15322, -0.1524699628353119, 32.0, 99.99537658691406, 1.4931851625442505
15335, -0.1524699628353119, 13.0, 99.84453582763672, 1.4931851625442505
15350, -0.1524699628353119, 15.0, 99.69097900390625, 1.4931851625442505
15371, -0.1524699628353119, 21.0, 99.52908325195312, 1.4931851625442505
15386, -0.1524699628353119, 15.0, 99.37689971923828, 1.4931851625442505
15396, -0.1524699628353119, 10.0, 99.23382568359375, 1.4931851625442505
15411, -0.15062926709651947, 15.0, 99.0828857421875, 1.48853600025177
15442, -0.15062926709651947, 31.0, 98.9121322631836, 1.48853600025177
15457, -0.15062926709651947, 15.0, 98.76261138916016, 1.48853600025177
15468, -0.15062926709651947, 11.0, 98.62026977539062, 1.48853600025177
15492, -0.15062926709651947, 24.0, 98.45950317382812, 1.48853600025177
15518, -0.14898906648159027, 26.0, 98.29716491699219, 1.4838976860046387
15552, -0.14898906648159027, 34.0, 98.12773895263672, 1.4838976860046387
15568, -0.14898906648159027, 16.0, 97.98011779785156, 1.4838976860046387
15581, -0.14898906648159027, 13.0, 97.8377456665039, 1.4838976860046387
15592, -0.14898906648159027, 11.0, 97.69918823242188, 1.4838976860046387
15609, -0.14743833243846893, 17.0, 97.55191802978516, 1.4792914390563965
15626, -0.14743833243846893, 17.0, 97.40528106689453, 1.4792914390563965
15648, -0.14743833243846893, 22.0, 97.25264739990234, 1.4792914390563965
15660, -0.14743833243846893, 12.0, 97.11479187011719, 1.4792914390563965
15679, -0.14743833243846893, 19.0, 96.9673080444336, 1.4792914390563965
15692, -0.14743833243846893, 13.0, 96.82903289794922, 1.4792914390563965
15715, -0.14588648080825806, 23.0, 96.67781066894531, 1.4747306108474731
15725, -0.14588648080825806, 10.0, 96.5454330444336, 1.4747306108474731
15737, -0.14588648080825806, 12.0, 96.41036224365234, 1.4747306108474731
15754, -0.14588648080825806, 17.0, 96.26856994628906, 1.4747306108474731
15775, -0.14588648080825806, 21.0, 96.12225341796875, 1.4747306108474731
15788, -0.14588648080825806, 13.0, 95.98735046386719, 1.4747306108474731
15802, -0.1443711817264557, 14.0, 95.85150146484375, 1.4702092409133911
15823, -0.1443711817264557, 21.0, 95.7070083618164, 1.4702092409133911
15843, -0.1443711817264557, 20.0, 95.56436157226562, 1.4702092409133911
15863, -0.1443711817264557, 20.0, 95.42233276367188, 1.4702092409133911
15891, -0.1443711817264557, 28.0, 95.27240753173828, 1.4702092409133911
15903, -0.14286211133003235, 12.0, 95.1423568725586, 1.4657312631607056
15915, -0.14286211133003235, 12.0, 95.01280975341797, 1.4657312631607056
15951, -0.14286211133003235, 36.0, 94.85871124267578, 1.4657312631607056
15988, -0.14286211133003235, 37.0, 94.70476531982422, 1.4657312631607056
15999, -0.14286211133003235, 11.0, 94.57847595214844, 1.4657312631607056
16015, -0.14137834310531616, 16.0, 94.4456787109375, 1.4612927436828613
16031, -0.14137834310531616, 16.0, 94.31340789794922, 1.4612927436828613
16044, -0.14137834310531616, 13.0, 94.18571472167969, 1.4612927436828613
16060, -0.14137834310531616, 16.0, 94.05448150634766, 1.4612927436828613
16090, -0.14137834310531616, 30.0, 93.90923309326172, 1.4612927436828613
16103, -0.13990522921085358, 13.0, 93.78311920166016, 1.4568954706192017
16120, -0.13990522921085358, 17.0, 93.65225219726562, 1.4568954706192017
16139, -0.13990522921085358, 19.0, 93.51952362060547, 1.4568954706192017
16154, -0.13990522921085358, 15.0, 93.39224243164062, 1.4568954706192017
16167, -0.13990522921085358, 13.0, 93.2680892944336, 1.4568954706192017
16187, -0.13990522921085358, 20.0, 93.13581085205078, 1.4568954706192017
16199, -0.13990522921085358, 12.0, 93.01399993896484, 1.4568954706192017
16216, -0.1384621262550354, 17.0, 92.8862075805664, 1.4525357484817505
16232, -0.1384621262550354, 16.0, 92.76012420654297, 1.4525357484817505
16246, -0.1384621262550354, 14.0, 92.63704681396484, 1.4525357484817505
16268, -0.1384621262550354, 22.0, 92.50525665283203, 1.4525357484817505
16293, -0.1384621262550354, 25.0, 92.37118530273438, 1.4525357484817505
16307, -0.1370270997285843, 14.0, 92.2496109008789, 1.448216199874878
16319, -0.1370270997285843, 12.0, 92.13106536865234, 1.448216199874878
16340, -0.1370270997285843, 21.0, 92.00241088867188, 1.448216199874878
16370, -0.1370270997285843, 30.0, 91.86649322509766, 1.448216199874878
16383, -0.1370270997285843, 13.0, 91.74809265136719, 1.448216199874878
16400, -0.1370270997285843, 17.0, 91.62528991699219, 1.448216199874878
16413, -0.1356135904788971, 13.0, 91.50778198242188, 1.4439345598220825
16426, -0.1356135904788971, 13.0, 91.39070129394531, 1.4439345598220825
16440, -0.1356135904788971, 14.0, 91.27279663085938, 1.4439345598220825
16495, -0.1356135904788971, 55.0, 91.13348388671875, 1.4439345598220825
16506, -0.13421040773391724, 11.0, 91.02043914794922, 1.4396916627883911
16543, -0.13421040773391724, 37.0, 90.88496398925781, 1.4396916627883911
16556, -0.13421040773391724, 13.0, 90.7702865600586, 1.4396916627883911
16581, -0.13421040773391724, 25.0, 90.64360046386719, 1.4396916627883911
16597, -0.13421040773391724, 16.0, 90.5262680053711, 1.4396916627883911
16620, -0.13282893598079681, 23.0, 90.40231323242188, 1.4354848861694336
16636, -0.13282893598079681, 16.0, 90.28589630126953, 1.4354848861694336
16658, -0.13282893598079681, 22.0, 90.16380310058594, 1.4354848861694336
16674, -0.13282893598079681, 16.0, 90.04827117919922, 1.4354848861694336
16697, -0.13282893598079681, 23.0, 89.92623138427734, 1.4354848861694336
16713, -0.1314472258090973, 16.0, 89.81159210205078, 1.4313178062438965
16729, -0.1314472258090973, 16.0, 89.69738006591797, 1.4313178062438965
16749, -0.1314472258090973, 20.0, 89.5794677734375, 1.4313178062438965
16776, -0.1314472258090973, 27.0, 89.45613098144531, 1.4313178062438965
16785, -0.1314472258090973, 9.0, 89.35161590576172, 1.4313178062438965
16797, -0.1314472258090973, 12.0, 89.24368286132812, 1.4313178062438965
16824, -0.13009919226169586, 27.0, 89.12171936035156, 1.427183985710144
16842, -0.13009919226169586, 18.0, 89.00798034667969, 1.427183985710144
16888, -0.13009919226169586, 46.0, 88.87938690185547, 1.427183985710144
16913, -0.1287747323513031, 25.0, 88.76040649414062, 1.4230842590332031
16939, -0.1287747323513031, 26.0, 88.64115142822266, 1.4230842590332031
16971, -0.1287747323513031, 32.0, 88.5185546875, 1.4230842590332031
16992, -0.1287747323513031, 21.0, 88.40430450439453, 1.4230842590332031
17028, -0.12743230164051056, 36.0, 88.28081512451172, 1.4190250635147095
17041, -0.12743230164051056, 13.0, 88.17559814453125, 1.4190250635147095
17056, -0.12743230164051056, 15.0, 88.06852722167969, 1.4190250635147095
17070, -0.12743230164051056, 14.0, 87.96290588378906, 1.4190250635147095
17085, -0.12743230164051056, 15.0, 87.85657501220703, 1.4190250635147095
17102, -0.12608182430267334, 17.0, 87.74856567382812, 1.4150041341781616
17117, -0.12608182430267334, 15.0, 87.64297485351562, 1.4150041341781616
17134, -0.12608182430267334, 17.0, 87.53572845458984, 1.4150041341781616
17153, -0.12608182430267334, 19.0, 87.42697143554688, 1.4150041341781616
17164, -0.12608182430267334, 11.0, 87.32691955566406, 1.4150041341781616
17191, -0.12608182430267334, 27.0, 87.21265411376953, 1.4150041341781616
17250, -0.12479600310325623, 59.0, 87.09415435791016, 1.411009430885315
17264, -0.12479600310325623, 14.0, 86.99199676513672, 1.411009430885315
17277, -0.12479600310325623, 13.0, 86.89125061035156, 1.411009430885315
17309, -0.1235155537724495, 32.0, 86.77590942382812, 1.4070496559143066
17321, -0.1235155537724495, 12.0, 86.677001953125, 1.4070496559143066
17330, -0.1235155537724495, 9.0, 86.58189392089844, 1.4070496559143066
17346, -0.1235155537724495, 16.0, 86.47945404052734, 1.4070496559143066
17381, -0.1235155537724495, 35.0, 86.36449432373047, 1.4070496559143066
17399, -0.1235155537724495, 18.0, 86.26094055175781, 1.4070496559143066
17455, -0.12225409597158432, 56.0, 86.1458740234375, 1.4031224250793457
17466, -0.12225409597158432, 11.0, 86.05025482177734, 1.4031224250793457
17493, -0.12225409597158432, 27.0, 85.9410171508789, 1.4031224250793457
17533, -0.12099762260913849, 40.0, 85.8267822265625, 1.3992292881011963
17549, -0.12099762260913849, 16.0, 85.72706604003906, 1.3992292881011963
17630, -0.1197495236992836, 81.0, 85.63111114501953, 1.3953694105148315
17659, -0.1197495236992836, 29.0, 85.52241516113281, 1.3953694105148315
17670, -0.1197495236992836, 11.0, 85.42906188964844, 1.3953694105148315
17695, -0.1197495236992836, 25.0, 85.32357788085938, 1.3953694105148315
