step,episode_reward,reward_std
0.0,4.982934951782227,2.2219631671905518
500.0,6.387185096740723,0.7597865462303162
1000.0,10.55138111114502,0.5461136698722839
1500.0,10.21739387512207,0.4481656551361084
2000.0,15.288459777832031,0.39212697744369507
2500.0,8.947490692138672,0.3515143394470215
3000.0,9.318442344665527,0.321712464094162
3500.0,2.0250961780548096,0.2984241843223572
4000.0,10.271727561950684,0.2794349193572998
4500.0,15.95427131652832,0.26387569308280945
5000.0,14.863859176635742,0.2506214380264282
5500.0,8.114319801330566,0.23936013877391815
6000.0,6.488307476043701,0.22948794066905975
6500.0,2.7782585620880127,0.22080355882644653
7000.0,2.1896374225616455,0.21301698684692383
7500.0,2.9349358081817627,0.20616492629051208
8000.0,1.2437800168991089,0.19980569183826447
8500.0,8.458231925964355,0.19401703774929047
9000.0,8.584434509277344,0.18898236751556396
9500.0,3.7912044525146484,0.1841280609369278
10000.0,4.069414138793945,0.17963635921478271
10500.0,2.6420159339904785,0.17543309926986694
11000.0,6.857363700866699,0.1719941347837448
11500.0,5.304656505584717,0.16836552321910858
12000.0,16.150419235229492,0.1656440943479538
12500.0,11.032261848449707,0.16295701265335083
13000.0,7.166905403137207,0.15996874868869781
13500.0,8.00840950012207,0.1571621149778366
14000.0,4.353430271148682,0.15448437631130219
14500.0,8.104987144470215,0.15196657180786133
15000.0,9.5321626663208,0.14957435429096222
15500.0,8.072296142578125,0.14730490744113922
16000.0,9.827171325683594,0.14519469439983368
16500.0,4.647192001342773,0.1431232988834381
17000.0,7.013334274291992,0.14138071238994598
17500.0,22.443246841430664,0.13995367288589478
18000.0,7.955694675445557,0.1382349282503128
18500.0,7.445140838623047,0.13643397390842438
19000.0,5.635603427886963,0.13509473204612732
19500.0,13.28591537475586,0.13350416719913483
20000.0,1.7913857698440552,0.13195057213306427
20500.0,3.1553597450256348,0.13039754331111908
21000.0,5.931748390197754,0.129560187458992
21500.0,4.692135810852051,0.12816721200942993
22000.0,7.517091751098633,0.1268073469400406
22500.0,2.4754977226257324,0.12546125054359436
23000.0,2.6407573223114014,0.12415600568056107
23500.0,3.201878547668457,0.12292291969060898
24000.0,7.096015930175781,0.1219049021601677
24500.0,12.77210521697998,0.1207713708281517
25000.0,6.161213397979736,0.11981141567230225
25500.0,11.731330871582031,0.11873234063386917
26000.0,4.547217845916748,0.11766418069601059
26500.0,15.12020492553711,0.11677571386098862
27000.0,3.2603840827941895,0.11579629778862
27500.0,4.464321136474609,0.114857517182827
28000.0,1.6940019130706787,0.11389484256505966
28500.0,7.848201751708984,0.1130683496594429
29000.0,7.924055576324463,0.11220595240592957
29500.0,3.230260133743286,0.11133438348770142
30000.0,4.754991054534912,0.1107068583369255
30500.0,8.038537979125977,0.10993483662605286
31000.0,26.515193939208984,0.10984688252210617
31500.0,7.15816068649292,0.10916391760110855
32000.0,17.391048431396484,0.10865671187639236
32500.0,20.21152114868164,0.10810618102550507
33000.0,26.135784149169922,0.107549287378788
33500.0,27.697891235351562,0.10713928192853928
34000.0,6.445615768432617,0.1064448133111
34500.0,3.905930995941162,0.1057664230465889
35000.0,6.239866256713867,0.10523780435323715
35500.0,19.76434326171875,0.10461563616991043
36000.0,7.628602981567383,0.1039624810218811
36500.0,9.014758110046387,0.10331902652978897
37000.0,6.506191730499268,0.10267052054405212
37500.0,3.096684694290161,0.10206297785043716
38000.0,6.680028915405273,0.10147947072982788
38500.0,12.062663078308105,0.10097258538007736
39000.0,9.245121002197266,0.10043862462043762
39500.0,13.61396598815918,0.0999806597828865
40000.0,9.121533393859863,0.09946788847446442
40500.0,10.142019271850586,0.09900889545679092
41000.0,20.843984603881836,0.09861656278371811
41500.0,12.069295883178711,0.09816774725914001
42000.0,2.56998872756958,0.09764797240495682
42500.0,18.916505813598633,0.09730742871761322
43000.0,26.536069869995117,0.09701897948980331
43500.0,9.97872257232666,0.09651611745357513
44000.0,23.318859100341797,0.096058189868927
44500.0,7.355667591094971,0.09568937867879868
45000.0,20.121891021728516,0.09536920487880707
45500.0,17.913320541381836,0.0950753465294838
46000.0,6.111290454864502,0.09463931620121002
46500.0,6.596684455871582,0.09424358606338501
47000.0,12.159798622131348,0.09394907206296921
47500.0,10.368353843688965,0.0935504361987114
48000.0,15.773921966552734,0.09327271580696106
48500.0,13.085992813110352,0.0929337590932846
49000.0,28.019075393676758,0.09259855002164841

