step,episode_reward,reward_std
0.0,5.099205017089844,1.7656350135803223
500.0,7.62741231918335,0.7512229084968567
1000.0,8.241253852844238,0.5393709540367126
1500.0,4.1434855461120605,0.4424082338809967
2000.0,8.002008438110352,0.38563430309295654
2500.0,7.6166229248046875,0.34576550126075745
3000.0,3.548287868499756,0.3165495693683624
3500.0,6.764379978179932,0.29343971610069275
4000.0,5.3794755935668945,0.2748302221298218
4500.0,5.513052463531494,0.25969693064689636
5000.0,7.061241626739502,0.24673129618167877
5500.0,9.131621360778809,0.23583769798278809
6000.0,5.877585411071777,0.22613810002803802
6500.0,3.530428886413574,0.2175462692975998
7000.0,4.213850021362305,0.20992445945739746
7500.0,5.899440288543701,0.20306338369846344
8000.0,8.47622013092041,0.1968766748905182
8500.0,4.627059459686279,0.19124163687229156
